address,price,size,date_sold,sqm_price,area,percent_increase
Norra Stationsgatan 119,3000000,"1 rum, 31 m²",2020-08-31,96 800 kr/m²,"Lägenhet, Vasastan Birkastan",+13.2 %
Sonja Kovalevskys gata 11,5000000,"2 rum, 46 m²",2020-08-31,108 700 kr/m²,"Lägenhet, Vasastan",+2.1 %
Sankt Eriksgatan 100,3150000,"2 rum, 30 m²",2020-08-31,105 000 kr/m²,"Lägenhet, Vasastan",+8.6 %
Upplandsgatan 65A,5620000,"2 rum, 47 m²",2020-08-31,119 600 kr/m²,"Lägenhet, Vasastan",+30.8 %
Sveavägen 93,3295000,"1 rum, 36 m²",2020-08-31,91 500 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Surbrunnsgatan 31B,7800000,"3 rum, 78 m²",2020-08-31,100 000 kr/m²,"Lägenhet, Vasastan",+6.1 %
Norrbackagatan 26,6925000,"3 rum, 72 m²",2020-08-31,96 200 kr/m²,"Lägenhet, Vasastan",+10.8 %
Roslagsgatan 19A,4900000,"2 rum, 45 m²",2020-08-31,108 900 kr/m²,"Lägenhet, Vasastan",+9.0 %
Tegnérgatan 10,6900000,"2 rum, 66 m²",2020-08-30,104 500 kr/m²,"Lägenhet, Vasastan",+15.1 %
Döbelnsgatan 31A,3700000,"1 rum, 31 m²",2020-08-30,119 400 kr/m²,"Lägenhet, Vasastan",+15.8 %
Odengatan 2,9775000,"4 rum, 101 m²",2020-08-30,96 800 kr/m²,"Lägenhet, Vasastan",+5.2 %
Torsgatan 61,9950000,"3 rum, 103 m²",2020-08-30,96 600 kr/m²,"Lägenhet, Vasastan",+10.6 %
Karlbergsvägen 87,16800000,"4 rum, 142 m²",2020-08-30,118 300 kr/m²,"Lägenhet, Vasastan",-4.0 %
Norrtullsgatan 38,4310000,"2 rum, 49 m²",2020-08-30,88 000 kr/m²,"Lägenhet, Vasastan",+10.7 %
Tomtebogatan 28A,4225000,"1 rum, 39 m²",2020-08-29,108 300 kr/m²,"Lägenhet, Vasastan",+20.9 %
Hälsingegatan 9,7250000,"3 rum, 63 m²",2020-08-29,115 100 kr/m²,"Lägenhet, Vasastan",+15.2 %
Odengatan 30,10200000,"3 rum, 99 m²",2020-08-29,103 000 kr/m²,"Lägenhet, Vasastan",+8.8 %
Luntmakargatan 93,9300000,"4 rum, 118 m²",2020-08-29,78 800 kr/m²,"Lägenhet, Vasastan",—
Sonja Kovalevskys gata 3,9450000,"4 rum, 86 m²",2020-08-29,109 900 kr/m²,"Lägenhet, Hagastaden",-0.5 %
Norrbackagatan 27A,5450000,"2½ rum, 56 m²",2020-08-29,97 300 kr/m²,"Lägenhet, Vasastan",+7.0 %
Tomtebogatan 3A,4550000,"2 rum, 40 m²",2020-08-28,113 800 kr/m²,"Lägenhet, Vasastan",+18.2 %
Luntmakargatan 99,7100000,"3 rum, 75 m²",2020-08-28,94 700 kr/m²,"Lägenhet, Vasastan",+9.2 %
Norrtullsgatan 47,5000000,"2 rum, 49 m²",2020-08-28,102 000 kr/m²,"Lägenhet, Vasastan Odenplan",+14.9 %
Vulcanusgatan 8,2730000,"1 rum, 20 m²",2020-08-28,136 500 kr/m²,"Lägenhet, Vasastan - Atlas",+19.0 %
Karlbergsvägen 73,11220000,"3 rum, 99 m²",2020-08-28,113 300 kr/m²,"Lägenhet, Vasastan",+12.8 %
Sonja Kovalevskys gata 3,5150000,"2 rum, 56 m²",2020-08-28,92 000 kr/m²,"Lägenhet, Vasastan",+6.2 %
Norrtullsgatan 53,11400000,"4 rum, 102 m²",2020-08-28,111 800 kr/m²,"Lägenhet, Vasastan",+11.8 %
Torsgatan 72,6625000,"3½ rum, 85 m²",2020-08-28,77 900 kr/m²,"Lägenhet, Vasastan Rödabergen",+2.3 %
Dalagatan 90,4700000,"2 rum, 52 m²",2020-08-28,90 400 kr/m²,"Lägenhet, Vasastan",+9.4 %
Roslagsgatan 37,7300000,"2 rum, 75 m²",2020-08-28,97 300 kr/m²,"Lägenhet, Vasastan",—
Surbrunnsgatan 3,6050000,"2 rum, 73 m²",2020-08-28,82 900 kr/m²,"Lägenhet, Vasastan",+0.9 %
Roslagsgatan 19,11800000,"4 rum, 110 m²",2020-08-28,107 300 kr/m²,"Lägenhet, Vasastan",—
Karlbergsvägen 72B,3550000,"1 rum, 39 m²",2020-08-27,91 000 kr/m²,"Lägenhet, Vasastan",+7.7 %
Tulegatan 21,6525000,"2 rum, 59 m²",2020-08-27,110 600 kr/m²,"Lägenhet, Vasastan",+8.8 %
Luntmakargatan 65,9900000,"4 rum, 99 m²",2020-08-27,100 000 kr/m²,"Lägenhet, Vasastan",+2.1 %
Hagagatan 52,3415000,"2 rum, 30 m²",2020-08-27,113 800 kr/m²,"Lägenhet, Vasastan",+15.8 %
Kungstensgatan 28B,9575000,"3 rum, 79 m²",2020-08-27,121 200 kr/m²,"Lägenhet, Vasastan",+6.7 %
Surbrunnsgatan 16,7750000,"3 rum, 70 m²",2020-08-27,110 700 kr/m²,"Lägenhet, Vasastan",+12.3 %
Birger Jarlsgatan 125,9500000,"3 rum, 105 m²",2020-08-27,90 500 kr/m²,"Lägenhet, Vasastan",+5.6 %
Birger Jarlsgatan 110A,6800000,"3 rum, 69 m²",2020-08-27,98 600 kr/m²,"Lägenhet, Östermalm",+0.7 %
Torsgatan 74,2605000,"1 rum, 24 m²",2020-08-27,108 500 kr/m²,"Lägenhet, Vasastan",+9.0 %
Upplandsgatan 54,11650000,"4½ rum, 119 m²",2020-08-27,97 900 kr/m²,"Lägenhet, Vasastan",-2.9 %
Tomtebogatan 42,10200000,"4 rum, 93 m²",2020-08-27,109 700 kr/m²,"Lägenhet, Birkastan",+10.3 %
Döbelnsgatan 95,3650000,"1 rum, 39 m²",2020-08-27,93 600 kr/m²,"Lägenhet, Vasastan",+4.4 %
Frejgatan 57,11000000,"3 rum, 92 m²",2020-08-27,119 600 kr/m²,"Lägenhet, Vasastan",+4.8 %
Norrbackagatan 33,7000000,"4 rum, 90 m²",2020-08-27,77 800 kr/m²,"Lägenhet, Vasastan",+7.8 %
Tulegatan 32A,7650000,"3 rum, 74 m²",2020-08-27,103 400 kr/m²,"Lägenhet, Vasastan",+4.9 %
Birger Jarlsgatan 116,3700000,"1 rum, 36 m²",2020-08-26,103 100 kr/m²,"Lägenhet, Östermalm / Vasastan",+23.5 %
Falugatan 9,6900000,"3 rum, 56 m²",2020-08-26,123 200 kr/m²,"Lägenhet, Vasastan",+17.9 %
Upplandsgatan 17,14550000,"3 rum, 95 m²",2020-08-26,153 200 kr/m²,"Lägenhet, Vasastan",+21.2 %
Rörstrandsgatan 56B,10500000,"4 rum, 117 m²",2020-08-26,89 700 kr/m²,"Lägenhet, Vasastan",+5.3 %
Rörstrandsgatan 19,6100000,"2 rum, 71 m²",2020-08-26,85 900 kr/m²,"Lägenhet, Birkastan",+1.8 %
Torsgatan 49,3025000,"1 rum, 24 m²",2020-08-26,126 000 kr/m²,"Lägenhet, Vasastan",+28.7 %
Karlbergsvägen 75A,3375000,"1 rum, 28 m²",2020-08-26,120 500 kr/m²,"Lägenhet, Vasastan",+20.8 %
Upplandsgatan 26,12800000,"3 rum, 106 m²",2020-08-26,120 800 kr/m²,"Lägenhet, Vasastan",+21.9 %
Hälsingegatan 18,6445000,"3 rum, 64 m²",2020-08-26,100 700 kr/m²,"Lägenhet, Vasastan",+18.3 %
Tomtebogatan 34,3550000,"1 rum, 38 m²",2020-08-26,93 400 kr/m²,"Lägenhet, Vasastan - Birkastan",+7.7 %
Karlbergsvägen 70B,3650000,"1 rum, 45 m²",2020-08-26,81 100 kr/m²,"Lägenhet, Vasastan",+12.3 %
Torsgatan 31,6510000,"3 rum, 66 m²",2020-08-26,98 600 kr/m²,"Lägenhet, Vasastan - S:t Eriksplan",+8.6 %
Rörstrandsgatan 48A,3600000,"2 rum, 26 m²",2020-08-26,138 500 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Birkagatan 14,6500000,"2 rum, 63 m²",2020-08-26,103 200 kr/m²,"Lägenhet, Vasastan",+8.4 %
Atlasgatan 13,4250000,"2 rum, 39 m²",2020-08-26,109 000 kr/m²,"Lägenhet, Vasastan - Atlas",+9.1 %
Frejgatan 48,5400000,"2 rum, 57 m²",2020-08-26,94 700 kr/m²,"Lägenhet, Vasastan",+11.3 %
Luntmakargatan 78,8400000,"3 rum, 88 m²",2020-08-26,95 500 kr/m²,"Lägenhet, Vasastan",+6.4 %
Sigtunagatan 4A,6910000,"2 rum, 65 m²",2020-08-26,106 300 kr/m²,"Lägenhet, Vasastan",+11.5 %
Frejgatan 48,5400000,"2 rum, 57 m²",2020-08-26,94 700 kr/m²,"Lägenhet, Vasastan",—
Roslagsgatan 17,3250000,"1 rum, 28 m²",2020-08-26,116 100 kr/m²,"Lägenhet, Vasastan",+9.2 %
Sveavägen 93,4200000,"2 rum, 39½ m²",2020-08-25,106 300 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Surbrunnsgatan 9,8000000,"2 rum, 53 m²",2020-08-25,150 900 kr/m²,"Lägenhet, Östermalm",+34.5 %
Rörstrandsgatan 17,14800000,"6 rum, 140 m²",2020-08-25,105 700 kr/m²,"Lägenhet, Vasastan",+11.7 %
Atlasmuren 4,4550000,"2 rum, 48 m²",2020-08-25,94 800 kr/m²,"Lägenhet, Vasastan Atlas",+18.2 %
Roslagsgatan 9,5200000,"2 rum, 49 m²",2020-08-25,106 100 kr/m²,"Lägenhet, Vasastan - Sibirien",+13.2 %
Dalagatan 78A,6900000,"2 rum, 76½ m²",2020-08-25,90 400 kr/m²,"Lägenhet, Vasastan",+6.2 %
Upplandsgatan 49,3335000,"1 rum, 30 m²",2020-08-25,111 200 kr/m²,"Lägenhet, Vasastan",—
Karlbergsvägen 72B,4700000,"2 rum, 53 m²",2020-08-25,88 700 kr/m²,"Lägenhet, Vasastan",+4.6 %
Gästrikegatan 14,10700000,"3 rum, 90 m²",2020-08-24,118 900 kr/m²,"Lägenhet, Vasastan",+13.2 %
Surbrunnsgatan 9,3325000,"1 rum, 32 m²",2020-08-24,103 900 kr/m²,"Lägenhet, Östermalm",+11.0 %
Karlbergsvägen 87B,5500000,"2 rum, 52 m²",2020-08-24,105 800 kr/m²,"Lägenhet, Vasastan - Birkastan",+10.1 %
Norrtullsgatan 38,3850000,"2 rum, 45 m²",2020-08-22,85 600 kr/m²,"Lägenhet, Vasastan",+13.4 %
Frejgatan 12,5160000,"2 rum, 49 m²",2020-08-22,105 300 kr/m²,"Lägenhet, Vasastan",+23.0 %
Kammakargatan 46,2750000,"1 rum, 26 m²",2020-08-22,105 800 kr/m²,"Lägenhet, Norrmalm",+2.2 %
Vikingagatan 20A,6100000,"2 rum, 58 m²",2020-08-21,105 200 kr/m²,"Lägenhet, Vasastan",+11.0 %
Birkagatan 17,3915000,"1½ rum, 37 m²",2020-08-21,105 800 kr/m²,"Lägenhet, Birkastan",+12.0 %
Atlasgatan 13,2925000,"1 rum, 25 m²",2020-08-21,117 000 kr/m²,"Lägenhet, Vasastan - Atlas",+8.5 %
Vanadisvägen 4,5110000,"2 rum, 56 m²",2020-08-21,91 300 kr/m²,"Lägenhet, Vasastan",+6.5 %
Idungatan 3,4325000,"2 rum, 45 m²",2020-08-21,96 100 kr/m²,"Lägenhet, Vasastan",+8.3 %
Torsgatan 70,2975000,"1 rum, 31 m²",2020-08-21,96 000 kr/m²,"Lägenhet, Vasastan",+6.6 %
Vulcanusgatan 4,4075000,"1½ rum, 44 m²",2020-08-20,92 600 kr/m²,"Lägenhet, Vasastan",+13.4 %
Frejgatan 19A,3530000,"1 rum, 31 m²",2020-08-20,113 900 kr/m²,"Lägenhet, Vasastan",+19.7 %
Tre Liljor 4,3400000,"1 rum, 34 m²",2020-08-20,100 000 kr/m²,"Lägenhet, Vasastan",+13.5 %
Sonja Kovalevskys gata 6,7500000,"4 rum, 83½ m²",2020-08-20,89 800 kr/m²,"Lägenhet, Vasastan",+7.2 %
Torsgatan 27,8050000,"4 rum, 76 m²",2020-08-20,105 900 kr/m²,"Lägenhet, Vasastan",—
Völundsgatan 10,3360000,"2 rum, 31 m²",2020-08-20,108 400 kr/m²,"Lägenhet, Vasastan",+12.2 %
Rådmansgatan 35,3120000,"1 rum, 27 m²",2020-08-20,115 600 kr/m²,"Lägenhet, Vasastan",+25.1 %
Nina Einhorns gata 1,7900000,"4 rum, 92½ m²",2020-08-20,85 400 kr/m²,"Lägenhet, Vasastan",+1.9 %
Tulegatan 43,7905000,"4 rum, 90½ m²",2020-08-20,87 500 kr/m²,"Lägenhet, Vasastan",+9.9 %
Birger Jarlsgatan 104N,3910000,"2 rum, 36 m²",2020-08-20,108 600 kr/m²,"Lägenhet, Vasastan Östermalm",+7.1 %
Norrtullsgatan 32,4300000,"2 rum, 53 m²",2020-08-20,81 100 kr/m²,"Lägenhet, Vasastan",+2.5 %
Norrbackagatan 14,6700000,"3 rum, 62 m²",2020-08-20,108 100 kr/m²,"Lägenhet, Vasastan",+8.2 %
Gästrikegatan 20,6700000,"3 rum, 69 m²",2020-08-20,97 000 kr/m²,"Lägenhet, Vasastan",+3.9 %
Tulegatan 22,5470000,"2 rum, 65 m²",2020-08-20,84 200 kr/m²,"Lägenhet, Vasastan",-0.4 %
Sonja Kovalevskys gata 4,7400000,"4 rum, 89 m²",2020-08-20,83 100 kr/m²,"Lägenhet, Vasastan",+2.1 %
Västmannagatan 80,4055000,"1 rum, 35 m²",2020-08-20,115 900 kr/m²,"Lägenhet, Vasastan",+16.0 %
Frejgatan 16,3600000,"1½ rum, 41 m²",2020-08-20,87 800 kr/m²,"Lägenhet, Vasastan",+3.0 %
Hagagatan 17L,4970000,"2 rum, 62 m²",2020-08-19,80 200 kr/m²,"Lägenhet, Vasastan",+10.6 %
Bråvallagatan 6,8450000,"3½ rum, 89 m²",2020-08-19,94 900 kr/m²,"Lägenhet, Birkastan",+5.7 %
Völundsgatan 10,3360000,"2 rum, 31 m²",2020-08-19,108 400 kr/m²,"Lägenhet, Vasastan",+12.2 %
Bigarråvägen 9,4460000,"2 rum, 69½ m²",2020-08-19,64 200 kr/m²,"Lägenhet, Ruddammen",+6.3 %
Väringgatan 27,3100000,"1 rum, 36 m²",2020-08-19,86 100 kr/m²,"Lägenhet, Vasastan",+3.5 %
Sankt Eriksgatan 85B,3710000,"1 rum, 36 m²",2020-08-19,103 100 kr/m²,"Lägenhet, Sankt Eriksgatan",+9.3 %
Karlbergsvägen 75A,5425000,"2 rum, 55 m²",2020-08-19,98 600 kr/m²,"Lägenhet, Över",+8.6 %
Västmannagatan 76,4075000,"2 rum, 39 m²",2020-08-19,104 500 kr/m²,"Lägenhet, Vasastan",+13.4 %
Nina Einhorns gata 8,3700000,"2 rum, 43 m²",2020-08-19,86 000 kr/m²,"Lägenhet, Vasastan",+5.9 %
Karlbergsvägen 68,3910000,"2 rum, 36 m²",2020-08-19,108 600 kr/m²,"Lägenhet, Vasastan - Birkastan",+11.9 %
Rådmansgatan 86,4610000,"2 rum, 47 m²",2020-08-19,98 100 kr/m²,"Lägenhet, Vasastan",+8.5 %
Vikingagatan 27,5200000,"2 rum, 49 m²",2020-08-19,106 100 kr/m²,"Lägenhet, Vasastan",+15.7 %
Gästrikegatan 16A,6100000,"2 rum, 55 m²",2020-08-18,110 900 kr/m²,"Lägenhet, Vasastan",+18.4 %
Gästrikegatan 11,3400000,"1 rum, 34 m²",2020-08-18,100 000 kr/m²,"Lägenhet, Vasastan",+7.9 %
Frejgatan 36A,3895000,"1½ rum, 38 m²",2020-08-18,102 500 kr/m²,"Lägenhet, Vasastan",+8.3 %
Birger Jarlsgatan 113A,7680000,"3 rum, 79 m²",2020-08-18,97 200 kr/m²,"Lägenhet, Vasastan",+13.0 %
Hagagränd 2,3450000,"1½ rum, 38 m²",2020-08-18,90 800 kr/m²,"Lägenhet, Vasastan",+4.7 %
Roslagsgatan 25,6000000,"2 rum, 60 m²",2020-08-18,100 000 kr/m²,"Lägenhet, Vasastan",+9.2 %
Västmannagatan 81B,4850000,"2 rum, 46 m²",2020-08-18,105 400 kr/m²,"Lägenhet, Vasastan",+12.9 %
Ingemarsgatan 5,6800000,"4 rum, 88 m²",2020-08-18,77 300 kr/m²,"Lägenhet, Vasastan",+8.0 %
Drejargatan 6,4200000,"2 rum, 37 m²",2020-08-18,113 500 kr/m²,"Lägenhet, Vasastan Birkastan",+18.3 %
Torsplan 8,8900000,"3 rum, 79 m²",2020-08-18,112 700 kr/m²,"Lägenhet, Vasastan",-1.1 %
Rehnsgatan 10,11550000,"3 rum, 98 m²",2020-08-18,117 900 kr/m²,"Lägenhet, Vasastan",+15.6 %
Observatoriegatan 2B,5100000,"2 rum, 46 m²",2020-08-18,110 900 kr/m²,"Lägenhet, Vasastan",+14.6 %
Hälsingegatan 51,4460000,"1½ rum, 35 m²",2020-08-17,127 400 kr/m²,"Lägenhet, Hagastaden",+/-0.0 %
Kungstensgatan 67,2640000,"1 rum, 20 m²",2020-08-17,132 000 kr/m²,"Lägenhet, Vasastan",+32.0 %
Frejgatan 22,7350000,"3½ rum, 56 m²",2020-08-17,131 300 kr/m²,"Lägenhet, Vasastan",+6.6 %
Dalagatan 74B,5920000,"2 rum, 56 m²",2020-08-17,105 700 kr/m²,"Lägenhet, Vasastan",+18.5 %
Gästrikegatan 3,5955000,"2 rum, 54 m²",2020-08-16,110 300 kr/m²,"Lägenhet, Vasastan",+22.8 %
Dalagatan 40A,7000000,"3 rum, 61 m²",2020-08-16,114 800 kr/m²,"Lägenhet, Vasastan",+7.8 %
Roslagsgatan 54,2950000,"1 rum, 24 m²",2020-08-16,122 900 kr/m²,"Lägenhet, Vasastan",+18.2 %
Torsgatan 56,2650000,"1 rum, 29 m²",2020-08-15,91 400 kr/m²,"Lägenhet, Vasastan",+6.2 %
Västmannagatan 46,6050000,"3 rum, 64 m²",2020-08-15,94 500 kr/m²,"Lägenhet, Vasastan",+0.9 %
Vikingagatan 14B,6750000,"2 rum, 60 m²",2020-08-15,112 500 kr/m²,"Lägenhet, Vasastan",+16.5 %
Rörstrandsgatan 48,2850000,"1 rum, 25 m²",2020-08-14,114 000 kr/m²,"Lägenhet, Vasastan",—
Drejargatan 4,6700000,"2½ rum, 72 m²",2020-08-14,93 100 kr/m²,"Lägenhet, Vasastan",+6.4 %
Torbjörn Klockares gata 5,7100000,"3½ rum, 88 m²",2020-08-14,80 700 kr/m²,"Lägenhet, Vasastan",+11.0 %
Hälsingegatan 31,4300000,"2 rum, 43 m²",2020-08-14,100 000 kr/m²,"Lägenhet, Vasastan - Odenplan",+11.7 %
Torsplan 10,7500000,"3 rum, 68 m²",2020-08-14,110 300 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Ynglingagatan 17,4400000,"2 rum, 46 m²",2020-08-14,95 700 kr/m²,"Lägenhet, Vasastan",+2.4 %
Norra Stationsgatan 111,6920000,"4 rum, 95 m²",2020-08-14,72 800 kr/m²,"Lägenhet, Vasastan",+6.5 %
Falugatan 14,4975000,"2 rum, 49 m²",2020-08-14,101 500 kr/m²,"Lägenhet, Vasastan",+10.7 %
Roslagsgatan 13B,11600000,"4 rum, 109 m²",2020-08-14,106 400 kr/m²,"Lägenhet, Vasastan",+5.5 %
Rörstrandsgatan 25,3250000,"1 rum, 26 m²",2020-08-14,125 000 kr/m²,"Lägenhet, Vasastan",+14.0 %
Rådmansgatan 56,3190000,"1 rum, 30 m²",2020-08-14,106 300 kr/m²,"Lägenhet, Vasastan",+6.5 %
Döbelnsgatan 42A,9100000,"3 rum, 91 m²",2020-08-13,100 000 kr/m²,"Lägenhet, Vasastan",+17.4 %
Rådmansgatan 70B,5500000,"2 rum, 52 m²",2020-08-13,105 800 kr/m²,"Lägenhet, City",—
Rörstrandsgatan 25,6000000,"2 rum, 67 m²",2020-08-13,89 600 kr/m²,"Lägenhet, Birkastan Vasastan",+14.3 %
Drottninggatan 114A,8900000,"3 rum, 90 m²",2020-08-13,98 900 kr/m²,"Lägenhet, Vasastan",+0.1 %
Karlbergsvägen 18,3600000,"2 rum, 31 m²",2020-08-13,116 100 kr/m²,"Lägenhet, Vasastan",+12.7 %
Vikingagatan 3,3940000,"2 rum, 39 m²",2020-08-13,101 000 kr/m²,"Lägenhet, Vasastan",+9.6 %
Valhallavägen 8,6325000,"3 rum, 73 m²",2020-08-13,86 600 kr/m²,"Lägenhet, Östermalm",+9.1 %
Torsgatan 58,3285000,"1 rum, 32 m²",2020-08-13,102 700 kr/m²,"Lägenhet, Vasastan - Hagastaden",+9.7 %
Rådmansgatan 80B,4100000,"2 rum, 40 m²",2020-08-12,102 500 kr/m²,"Lägenhet, Vasastan",+17.5 %
Bråvallagatan 8,4350000,"2 rum, 40 m²",2020-08-12,108 800 kr/m²,"Lägenhet, Vasastan",+16.0 %
Tomtebogatan 30,6800000,"2 rum, 65 m²",2020-08-12,104 600 kr/m²,"Lägenhet, Vasastan",+10.1 %
Norrbackagatan 5A,4010000,"2 rum, 42 m²",2020-08-12,95 500 kr/m²,"Lägenhet, Vasastan - Birkastan",+11.5 %
Bråvallagatan 9A,3450000,"1 rum, 26 m²",2020-08-12,132 700 kr/m²,"Lägenhet, Vasastan",+16.9 %
Dalagatan 68B,3900000,"2 rum, 36 m²",2020-08-12,108 300 kr/m²,"Lägenhet, Vasastan - Odenplan",+8.5 %
Ynglingagatan 19,4000000,"1 rum, 33 m²",2020-08-12,121 200 kr/m²,"Lägenhet, Vasastan",+29.2 %
Odengatan 18B,4510000,"2 rum, 39 m²",2020-08-12,115 600 kr/m²,"Lägenhet, Vasastan",+17.1 %
Sankt Eriksgatan 120,3475000,"1 rum, 37 m²",2020-08-12,93 900 kr/m²,"Lägenhet, Vasastan",+8.8 %
Tomtebogatan 30,6700000,"2 rum, 65 m²",2020-08-12,103 100 kr/m²,"Lägenhet, Vasastan Birkastan",+/-0.0 %
Roslagsgatan 17A,4250000,"2 rum, 38 m²",2020-08-12,111 800 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Döbelnsgatan 87,5850000,"3 rum, 66 m²",2020-08-12,88 600 kr/m²,"Lägenhet, Vasastan",-0.8 %
Torsgatan 74,4100000,"2 rum, 52 m²",2020-08-12,78 800 kr/m²,"Lägenhet, Vasastan",+3.8 %
Birkagatan 19,6750000,"2 rum, 69 m²",2020-08-12,97 800 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Västmannagatan 30A,6700000,"2 rum, 59 m²",2020-08-12,113 600 kr/m²,"Lägenhet, Vasastan",—
Sonja Kovalevskys gata 11,5050000,"2 rum, 54 m²",2020-08-12,93 500 kr/m²,"Lägenhet, Vasastan",—
Hälsingegatan 14B,7200000,"3 rum, 69 m²",2020-08-12,104 300 kr/m²,"Lägenhet, Vasastan",+6.7 %
Tomtebogatan 44,6025000,"2 rum, 64 m²",2020-08-12,94 100 kr/m²,"Lägenhet, Vasastan - Birkastan",+6.6 %
Rörstrandsgatan 60,5000000,"2 rum, 45 m²",2020-08-12,111 100 kr/m²,"Lägenhet, Vasastan",+12.4 %
Gävlegatan 26,4975000,"2 rum, 55 m²",2020-08-12,90 500 kr/m²,"Lägenhet, Vasastan",+3.8 %
Gävlegatan 32,5100000,"2 rum, 55 m²",2020-08-11,92 700 kr/m²,"Lägenhet, Vasastan Hagastaden",+6.4 %
Torbjörn Klockares gata 14,3210000,"1 rum, 29 m²",2020-08-11,110 700 kr/m²,"Lägenhet, Vasastan",+15.1 %
Karlbergsvägen 80B,5750000,"2 rum, 59½ m²",2020-08-11,96 600 kr/m²,"Lägenhet, Vasastan",—
Tulegatan 22,2920000,"1 rum, 28 m²",2020-08-11,104 300 kr/m²,"Lägenhet, Vasastan",+8.6 %
Torsgatan 73,5200000,"2 rum, 51 m²",2020-08-11,102 000 kr/m²,"Lägenhet, Vasastan",-1.9 %
Norra Stationsgatan 119,2350000,"1 rum, 20 m²",2020-08-11,117 500 kr/m²,"Lägenhet, Vasastan",+4.4 %
Gävlegatan 26,6650000,"2 rum, 65 m²",2020-08-10,102 300 kr/m²,"Lägenhet, Vasastan",+10.9 %
Norrbackagatan 26,6500000,"2 rum, 69 m²",2020-08-10,94 200 kr/m²,"Lägenhet, Vasastan",+8.4 %
Gävlegatan 26,6650000,"2 rum, 65 m²",2020-08-10,102 300 kr/m²,"Lägenhet, Vasastan",—
Birger Jarlsgatan 104C,4650000,"2 rum, 50 m²",2020-08-10,93 000 kr/m²,"Lägenhet, Vasastan",+3.4 %
Gävlegatan 32,5000000,"2 rum, 56 m²",2020-08-09,89 300 kr/m²,"Lägenhet, Vasastan",—
Tomtebogatan 13,3265000,"1 rum, 30 m²",2020-08-09,108 800 kr/m²,"Lägenhet, Vasastan",+9.0 %
Birger Jarlsgatan 106B,4560000,"2 rum, 34 m²",2020-08-08,134 100 kr/m²,"Lägenhet, Östermalm",+14.7 %
Hälsingehöjden 11,4200000,"2 rum, 40 m²",2020-08-08,105 000 kr/m²,"Lägenhet, Vasastan",+7.8 %
Sankt Eriksplan 17,8900000,"3½ rum, 89 m²",2020-08-07,100 000 kr/m²,"Lägenhet, Vasastan",+4.8 %
Torsgatan 69,5510000,"2 rum, 57 m²",2020-08-07,96 700 kr/m²,"Lägenhet, Vasastan",+8.0 %
Torsgränd 4,3270000,"1 rum, 34 m²",2020-08-07,96 200 kr/m²,"Lägenhet, Vasastan - Sabbatsberg",+13.0 %
Frejgatan 103A,5450000,"2 rum, 56 m²",2020-08-07,97 300 kr/m²,"Lägenhet, Vasastan - Odenplan",+9.1 %
Sankt Eriksgatan 85C,11600000,"4 rum, 90 m²",2020-08-06,128 900 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Drottninggatan 102B,5650000,"2 rum, 56 m²",2020-08-06,100 900 kr/m²,"Lägenhet, Vasastan",+8.8 %
Tomtebogatan 8,3750000,"2 rum, 34 m²",2020-08-06,110 300 kr/m²,"Lägenhet, Vasastan",+19.0 %
Frejgatan 17,3525000,"2 rum, 31 m²",2020-08-06,114 400 kr/m²,"Lägenhet, Vasastan",+17.7 %
Roslagsgatan 37,3865000,"2 rum, 41 m²",2020-08-06,94 300 kr/m²,"Lägenhet, Vasastan",+1.8 %
Holländargatan 26A,7900000,"3 rum, 80 m²",2020-08-06,98 800 kr/m²,"Lägenhet, Vasastan",+6.0 %
Holländargatan 40,5500000,"2 rum, 65½ m²",2020-08-06,84 000 kr/m²,"Lägenhet, Vasastan-Norrmalm",-1.8 %
Tomtebogatan 20,3155000,"1 rum, 26 m²",2020-08-06,121 300 kr/m²,"Lägenhet, Vasastan - Birkastan",+17.1 %
Karlbergsvägen 57,2590000,"1 rum, 19 m²",2020-08-06,136 300 kr/m²,"Lägenhet, Vasastan - Birkastan",+18.0 %
Rörstrandsgatan 36A,4000000,"1 rum, 37 m²",2020-08-05,108 100 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Tulegatan 32A,4300000,"2 rum, 38 m²",2020-08-05,113 200 kr/m²,"Lägenhet, Vasastan",+13.5 %
Atlasmuren 4,3500000,"2 rum, 33 m²",2020-08-05,106 100 kr/m²,"Lägenhet, Vasastan",+18.6 %
Roslagsgatan 55,3250000,"1 rum, 35 m²",2020-08-05,92 900 kr/m²,"Lägenhet, Vasastan",+8.5 %
Bråvallagatan 3,2750000,"1 rum, 21 m²",2020-08-05,131 000 kr/m²,"Lägenhet, Vasastan",+22.2 %
Birger Jarlsgatan 109B,10500000,"4 rum, 107 m²",2020-08-05,98 100 kr/m²,"Lägenhet, Vasastan",+2.2 %
Observatoriegatan 12,6920000,"3 rum, 71 m²",2020-08-05,97 500 kr/m²,"Lägenhet, Vasastan",+17.4 %
